run_id,window,chosen_combo_id,sweep_id,combo_id,n_combos,train_test,hypothesis,ticker,start,end,strategy,stop,param_fast_window,param_slow_window,param_period,param_multiplier,risk_pct,brokerage,slippage_bps,total_return,annualized_return,max_drawdown,sharpe,sortino,num_trades,win_rate,avg_payoff,expectancy,avg_holding_days,benchmark_total_return,benchmark_annualized_return,benchmark_max_drawdown,benchmark_sharpe,benchmark_sortino
",RADL3.SA,2018-01-01,2020-12-31,MovingAverageCrossover,AtrStop,5,21,14,2.0,0.01,0.0,5.0,0.02135570752241489,0.0072120894842369054,0.04995468297581295,0.19333319023990292,0.1543950918893586,24,0.2916666666666667,3.073029891243513,11.320422612443444,23.291666666666668,0.4157875476822177,0.12551574962166634,0.37378174741142406,0.5137071191239666,0.5292834319481969
mac_walkforward-2026-08-17T14:17:31,0,c008,mac_walkforward-2026-08-17T14:17:31-w0-train,c001,16,train,"Escolher os parâmetros do MAC pelo melhor Sharpe de cada janela de treino e aplicá-los na janela seguinte intocada. Duas perguntas: (1) a escolha é estável entre janelas ou cada período elege um parâmetro diferente — o que já seria veredicto negativo sozinho; (2) quanto do retorno in-sample sobrevive out-of-sample (WFE).
",PETR4.SA,2018-01-01,2020-12-31,MovingAverageCrossover,AtrStop,5,21,14,2.5,0.01,0.0,5.0,0.049733676149214645,0.016643318990191114,0.04500358509811427,0.4566100125174144,0.3561496963742178,24,0.4583333333333333,1.4458539000891037,8.048318521209362,24.125,0.8454101484955909,0.23166651221330214,0.6334389595560723,0.6682337426994381,0.6380948190749378
mac_walkforward-2026-08-17T14:17:31,0,c008,mac_walkforward-2026-08-17T14:17:31-w0-train,c001,16,train,"Escolher os parâmetros do MAC pelo melhor Sharpe de cada janela de treino e aplicá-los na janela seguinte intocada. Duas perguntas: (1) a escolha é estável entre janelas ou cada período elege um parâmetro diferente — o que já seria veredicto negativo sozinho; (2) quanto do retorno in-sample sobrevive out-of-sample (WFE).
",VALE3.SA,2018-01-01,2020-12-31,MovingAverageCrossover,AtrStop,5,21,14,2.5,0.01,0.0,5.0,0.07538896074659807,0.025025928169883027,0.0437846166021452,0.7305738121562487,0.5594911683656275,18,0.5,1.2356305425925147,9.091455084592907,34.666666666666664,1.3299203300027318,0.3332933355999199,0.43671319769105915,0.8815399015428006,0.8869369947122574
mac_walkforward-2026-08-17T14:17:31,0,c008,mac_walkforward-2026-08-17T14:17:31-w0-train,c001,16,train,"Escolher os parâmetros do MAC pelo melhor Sharpe de cada janela de treino e aplicá-los na janela seguinte intocada. Duas perguntas: (1) a escolha é estável entre janelas ou cada período elege um parâmetro diferente — o que já seria veredicto negativo sozinho; (2) quanto do retorno in-sample sobrevive out-of-sample (WFE).
",ITUB4.SA,2018-01-01,2020-12-31,MovingAverageCrossover,AtrStop,5,21,14,2.5,0.01,0.0,5.0,0.02417480726880772,0.008156675646994183,0.05962235980415538,0.2828745240019322,0.21679151678117348,21,0.42857142857142855,1.0715907116336596,-7.160341749709072,21.523809523809526,0.2990652166537997,0.09305930430252318,0.44319133495797625,0.4275422812668474,0.4373487411725101
mac_walkforward-2026-08-17T14:17:31,0,c008,mac_walkforward-2026-08-17T14:17:31-w0-train,c001,16,train,"Escolher os parâmetros do MAC pelo melhor Sharpe de cada janela de treino e aplicá-los na janela seguinte intocada. Duas perguntas: (1) a escolha é estável entre janelas ou cada período elege um parâmetro diferente — o que já seria veredicto negativo sozinho; (2) quanto do retorno in-sample sobrevive out-of-sample (WFE).
",BBDC4.SA,2018-01-01,2020-12-31,MovingAverageCrossover,AtrStop,5,21,14,2.5,0.01,0.0,5.0,0.0526130607014077,0.017590818155911903,0.0395975974078397,0.5724942304358971,0.4560959129915338,19,0.42105263157894735,2.062455015026283,16.70026609381613,26.31578947368421,0.2710986779510052,0.08499912102138785,0.5273591075996285,0.4032463029748291,0.416719461088104
mac_walkforward-2026-08-17T14:17:31,0,c008,mac_walkforward-2026-08-17T14:17:31-w0-train,c001,16,train,"Escolher os parâmetros do MAC pelo melhor Sharpe de cada janela de treino e aplicá-los na janela seguinte intocada. Duas perguntas: (1) a escolha é estável entre janelas ou cada período elege um parâmetro diferente — o que já seria veredicto negativo sozinho; (2) quanto do retorno in-sample sobrevive out-of-sample (WFE).
",WEGE3.SA,2018-01-01,2020-12-31,MovingAverageCrossover,AtrStop,5,21,14,2.5,0.01,0.0,5.0,0.2173298811015083,0.06916745786060607,0.04745227051778026,1.4683658409264586,1.1811554660963215,20,0.45,6.528210703300825,108.8572261869025,32.1,3.099627292890071,0.6157817654292959,0.46659935014370946,1.4023917637339827,1.3677758192091742
mac_walkforward-2026-08-17T14:17:31,0,c008,mac_walkforward-2026-08-17T14:17:31-w0-train,c001,16,train,"Escolher os parâmetros do MAC pelo melhor Sharpe de cada janela de treino e aplicá-los na janela seguinte intocada. Duas perguntas: (1) a escolha é estável entre janelas ou cada período elege um parâmetro diferente — o que já seria veredicto negativo sozinho; (2) quanto do retorno in-sample sobrevive out-of-sample (WFE).
",ABEV3.SA,2018-01-01,2020-12-31,MovingAverageCrossover,AtrStop,5,21,14,2.5,0.01,0.0,5.0,-0.013149627756267379,-0.004491483648584094,0.04666538475594911,-0.15412219753865997,-0.11008813771790193,18,0.3333333333333333,1.338596968917438,-12.310502267119135,27.72222222222222,-0.21484674490833644,-0.07896527920004814,0.5193115087911396,-0.07904947911044154,-0.07815419963759383
mac_walkforward-2026-08-17T14:17:31,0,c008,mac_walkforward-2026-08-17T14:17:31-w0-train,c001,16,train,"Escolher os parâmetros do MAC pelo melhor Sharpe de cada janela de treino e aplicá-los na janela seguinte intocada. Duas perguntas: (1) a escolha é estável entre janelas ou cada período elege um parâmetro diferente — o que já seria veredicto negativo sozinho; (2) quanto do retorno in-sample sobrevive out-of-sample (WFE).
",B3SA3.SA,2018-01-01,2020-12-31,MovingAverageCrossover,AtrStop,5,21,14,2.5,0.01,0.0,5.0,0.08234516796681302,0.027276016151445814,0.031400385996475495,0.8038550063952584,0.6346122866152989,19,0.47368421052631576,2.217569291523095,34.906144009563256,30.736842105263158,1.964661146986967,0.4471373000105332,0.42679733695243394,1.076700327079813,1.1124940366527623
mac_walkforward-2026-08-17T14:17:31,0,c008,mac_walkforward-2026-08-17T14:17:31-w0-train,c001,16,train,"Escolher os parâmetros do MAC pelo melhor Sharpe de cada janela de treino e aplicá-los na janela seguinte intocada. Duas perguntas: (1) a escolha é estável entre janelas ou cada período elege um parâmetro diferente — o que já seria veredicto negativo sozinho; (2) quanto do retorno in-sample sobrevive out-of-sample (WFE).
",RENT3.SA,2018-01-01,2020-12-31,MovingAverageCrossover,AtrStop,5,21,14,2.5,0.01,0.0,5.0,0.14866942186236232,0.04826526292488742,0.03040070969995035,1.399459565500926,1.341953386464534,16,0.4375,5.126847619643359,89.08851822942512,46.125,2.268939394596165,0.4960289158043587,0.5788071086564944,1.0350061630518586,1.0845976784009492
mac_walkforward-2026-08-17T14:17:31,0,c008,mac_walkforward-2026-08-17T14:17:31-w0-train,c001,16,train,"Escolher os parâmetros do MAC pelo melhor Sharpe de cada janela de treino e aplicá-los na janela seguinte intocada. Duas perguntas: (1) a escolha é estável entre janelas ou cada período elege um parâmetro diferente — o que já seria veredicto negativo sozinho; (2) quanto do retorno in-sample sobrevive out-of-sample (WFE).
",SUZB3.SA,2018-01-01,2020-12-31,MovingAverageCrossover,AtrStop,5,21,14,2.5,0.01,0.0,5.0,0.09240832158147039,0.030514265237796767,0.07922927682473946,0.6723117853292389,0.5799138494123904,23,0.391304347826087,3.075702403600125,36.773189024847696,25.347826086956523,2.1633172757106505,0.4794116469980523,0.5425050855314355,1.044381702835388,1.13597645319587
mac_walkforward-2026-08-17T14:17:31,0,c008,mac_walkforward-2026-08-17T14:17:31-w0-train,c001,16,train,"Escolher os parâmetros do MAC pelo melhor Sharpe de cada janela de treino e aplicá-los na janela seguinte intocada. Duas perguntas: (1) a escolha é estável entre janelas ou cada período elege um parâmetro diferente — o que já seria veredicto negativo sozinho; (2) quanto do retorno in-sample sobrevive out-of-sample (WFE).
",RADL3.SA,2018-01-01,2020-12-31,MovingAverageCrossover,AtrStop,5,21,14,2.5,0.01,0.0,5.0,0.012385952932781441,0.00419512912786546,0.04311912709581657,0.14123846731982878,0.11225604089507504,24,0.2916666666666667,2.9085233298764552,7.0985826378087795,23.458333333333332,0.4157875476822177,0.12551574962166634,0.37378174741142406,0.5137071191239666,0.5292834319481969
mac_walkforward-2026-08-17T14:17:31,0,c008,mac_walkforward-2026-08-17T14:17:31-w0-train,c002,16,train,"Escolher os parâmetros do MAC pelo melhor Sharpe de cada janela de treino e aplicá-los na janela seguinte intocada. Duas perguntas: (1) a escolha é estável entre janelas ou cada período elege um parâmetro diferente — o que já seria veredicto negativo sozinho; (2) quanto do retorno in-sample sobrevive out-of-sample (WFE).
",PETR4.SA,2018-01-01,2020-12-31,MovingAverageCrossover,AtrStop,5,50,14,2.0,0.01,0.0,5.0,0.04269075438028391,0.01431850278036828,0.06781120652200319,0.33347006807531837,0.2530722340367286,11,0.36363636363636365,2.186353313884882,13.678789281292346,52.81818181818182,0.8454101484955909,0.23166651221330214,0.6334389595560723,0.6682337426994381,0.6380948190749378
mac_walkforward-2026-08-17T14:17:31,0,c008,mac_walkforward-2026-08-17T14:17:31-w0-train,c002,16,train,"Escolher os parâmetros do MAC pelo melhor Sharpe de cada janela de treino e aplicá-los na janela seguinte intocada. Duas perguntas: (1) a escolha é estável entre janelas ou cada período elege um parâmetro diferente — o que já seria veredicto negativo sozinho; (2) quanto do retorno in-sample sobrevive out-of-sample (WFE).
",VALE3.SA,2018-01-01,2020-12-31,MovingAverageCrossover,AtrStop,5,50,14,2.0,0.01,0.0,5.0,0.08132745568636524,0.026947419218436686,0.08795959081241564,0.5990466234049499,0.4398574616841586,14,0.35714285714285715,1.8349263486408063,0.9381738890286563,39.142857142857146,1.3299203300027318,0.3332933355999199,0.43671319769105915,0.8815399015428006,0.8869369947122574
mac_walkforward-2026-08-17T14:17:31,0,c008,mac_walkforward-2026-08-17T14:17:31-w0-train,c002,16,train,"Escolher os parâmetros do MAC pelo melhor Sharpe de cada janela de treino e aplicá-los na janela seguinte intocada. Duas perguntas: (1) a escolha é estável entre janelas ou cada período elege um parâmetro diferente — o que já seria veredicto negativo sozinho; (2) quanto do retorno in-sample sobrevive out-of-sample (WFE).
",ITUB4.SA,2018-01-01,2020-12-31,MovingAverageCrossover,AtrStop,5,50,14,2.0,0.01,0.0,5.0,-0.0028747326663310924,-0.0009785706939853256,0.05907272793051341,-0.008331601125108582,-0.005576455226051759,12,0.25,2.863258813621996,-2.395610555275814,38.0,0.2990652166537997,0.09305930430252318,0.44319133495797625,0.4275422812668474,0.4373487411725101
mac_walkforward-2026-08-17T14:17:31,0,c008,mac_walkforward-2026-08-17T14:17:31-w0-train,c002,16,train,"Escolher os parâmetros do MAC pelo melhor Sharpe de cada janela de treino e aplicá-los na janela seguinte intocada. Duas perguntas: (1) a escolha é estável entre janelas ou cada período elege um parâmetro diferente — o que já seria veredicto negativo sozinho; (2) quanto do retorno in-sample sobrevive out-of-sample (WFE).
",BBDC4.SA,2018-01-01,2020-12-31,MovingAverageCrossover,AtrStop,5,50,14,2.0,0.01,0.0,5.0,0.06943659526211232,0.023092909338991108,0.043741372936118884,0.612928863170635,0.44984716386241463,10,0.3,4.057875360918835,33.56155910229903,45.6,0.2710986779510052,0.08499912102138785,0.5273591075996285,0.4032463029748291,0.416719461088104
mac_walkforward-2026-08-17T14:17:31,0,c008,mac_walkforward-2026-08-17T14:17:31-w0-train,c002,16,train,"Escolher os parâmetros do MAC pelo melhor Sharpe de cada janela de treino e aplicá-los na janela seguinte intocada. Duas perguntas: (1) a escolha é estável entre janelas ou cada período elege um parâmetro diferente — o que já seria veredicto negativo sozinho; (2) quanto do retorno in-sample sobrevive out-of-sample (WFE).
",WEGE3.SA,2018-01-01,2020-12-31,MovingAverageCrossover,AtrStop,5,50,14,2.0,0.01,0.0,5.0,0.17369139362235586,0.055975798061612014,0.11974179713138591,0.7761803347238485,0.5715516730306114,12,0.5,4.473485097022377,144.7428280186299,56.166666666666664,3.099627292890071,0.6157817654292959,0.46659935014370946,1.4023917637339827,1.3677758192091742
mac_walkforward-2026-08-17T14:17:31,0,c008,mac_walkforward-2026-08-17T14:17:31-w0-train,c002,16,train,"Escolher os parâmetros do MAC pelo melhor Sharpe de cada janela de treino e aplicá-los na janela seguinte intocada. Duas perguntas: (1) a escolha é estável entre janelas ou cada período elege um parâmetro diferente — o que já seria veredicto negativo sozinho; (2) quanto do retorno in-sample sobrevive out-of-sample (WFE).
",ABEV3.SA,2018-01-01,2020-12-31,MovingAverageCrossover,AtrStop,5,50,14,2.0,0.01,0.0,5.0,0.0019377922760905886,0.0006585853673288788,0.03560279573406712,0.03646438128654091,0.02268168599230716,8,0.25,1.654622185865271,-20.72170836728194,42.125,-0.21484674490833644,-0.07896527920004814,0.5193115087911396,-0.07904947911044154,-0.07815419963759383
mac_walkforward-2026-08-17T14:17:31,0,c008,mac_walkforward-2026-08-17T14:17:31-w0-train,c002,16,train,"Escolher os parâmetros do MAC pelo melhor Sharpe de cada janela de treino e aplicá-los na janela seguinte intocada. Duas perguntas: (1) a escolha é estável entre janelas ou cada período elege um parâmetro diferente — o que já seria veredicto negativo sozinho; (2) quanto do retorno in-sample sobrevive out-of-sample (WFE).
",B3SA3.SA,2018-01-01,2020-12-31,MovingAverageCrossover,AtrStop,5,50,14,2.0,0.01,0.0,5.0,0.12856581365952402,0.041989627938138874,0.02829470490717807,0.9761224415819713,0.7805036737001294,9,0.5555555555555556,3.9180963226109666,126.04134113017062,65.0,1.964661146986967,0.4471373000105332,0.42679733695243394,1.076700327079813,1.1124940366527623
mac_walkforward-2026-08-17T14:17:31,0,c008,mac_walkforward-2026-08-17T14:17:31-w0-train,c002,16,train,"Escolher os parâmetros do MAC pelo melhor Sharpe de cada janela de treino e aplicá-los na janela seguinte intocada. Duas perguntas: (1) a escolha é estável entre janelas ou cada período elege um parâmetro diferente — o que já seria veredicto negativo sozinho; (2) quanto do retorno in-sample sobrevive out-of-sample (WFE).
",RENT3.SA,2018-01-01,2020-12-31,MovingAverageCrossover,AtrStop,5,50,14,2.0,0.01,0.0,5.0,0.17364954935742638,0.05596299471716182,0.02507949170684148,1.4960100603354443,1.2803210702628505,5,0.8,4.35419750548027,331.8176298090796,130.2,2.268939394596165,0.4960289158043587,0.5788071086564944,1.0350061630518586,1.0845976784009492
mac_walkforward-2026-08-17T14:17:31,0,c008,mac_walkforward-2026-08-17T14:17:31-w0-train,c002,16,train,"Escolher os parâmetros do MAC pelo melhor Sharpe de cada janela de treino e aplicá-los na janela seguinte intocada. Duas perguntas: (1) a escolha é estável entre janelas ou cada período elege um parâmetro diferente — o que já seria veredicto negativo sozinho; (2) quanto do retorno in-sample sobrevive out-of-sample (WFE).
",SUZB3.SA,2018-01-01,2020-12-31,MovingAverageCrossover,AtrStop,5,50,14,2.0,0.01,0.0,5.0,0.0646794465010343,0.021542923826809224,0.03421484470402557,0.6237557977829067,0.446010118176914,11,0.2727272727272727,5.780924221813891,36.37373093153778,31.545454545454547,2.1633172757106505,0.4794116469980523,0.5425050855314355,1.044381702835388,1.13597645319587
mac_walkforward-2026-08-17T14:17:31,0,c008,mac_walkforward-2026-08-17T14:17:31-w0-train,c002,16,train,"Escolher os parâmetros do MAC pelo melhor Sharpe de cada janela de treino e aplicá-los na janela seguinte intocada. Duas perguntas: (1) a escolha é estável entre janelas ou cada período elege um parâmetro diferente — o que já seria veredicto negativo sozinho; (2) quanto do retorno in-sample sobrevive out-of-sample (WFE).
",RADL3.SA,2018-01-01,2020-12-31,MovingAverageCrossover,AtrStop,5,50,14,2.0,0.01,0.0,5.0,0.039301100224394814,0.01319590808562543,0.047005437302817414,0.3214860353566317,0.24308664479850003,10,0.3,3.985726657760775,39.3011002243947,54.9,0.4157875476822177,0.12551574962166634,0.37378174741142406,0.5137071191239666,0.5292834319481969
mac_walkforward-2026-08-17T14:17:31,0,c008,mac_walkforward-2026-08-17T14:17:31-w0-train,c003,16,train,"Escolher os parâmetros do MAC pelo melhor Sharpe de cada janela de treino e aplicá-los na janela seguinte intocada. Duas perguntas: (1) a escolha é estável entre janelas ou cada período elege um parâmetro diferente — o que já seria veredicto negativo sozinho; (2) quanto do retorno in-sample sobrevive out-of-sample (WFE).
",PETR4.SA,2018-01-01,2020-12-31,MovingAverageCrossover,AtrStop,5,50,14,2.5,0.01,0.0,5.0,0.034619023190688214,0.011641304631754279,0.0544929730151803,0.32943399657719524,0.2482146988317799,11,0.36363636363636365,2.2065341424518805,11.367049321816602,53.36363636363637,0.8454101484955909,0.23166651221330214,0.6334389595560723,0.6682337426994381,0.6380948190749378
mac_walkforward-2026-08-17T14:17:31,0,c008,mac_walkforward-2026-08-17T14:17:31-w0-train,c003,16,train,"Escolher os parâmetros do MAC pelo melhor Sharpe de cada janela de treino e aplicá-los na janela seguinte intocada. Duas perguntas: (1) a escolha é estável entre janelas ou cada período elege um parâmetro diferente — o que já seria veredicto negativo sozinho; (2) quanto do retorno in-sample sobrevive out-of-sample (WFE).
",VALE3.SA,2018-01-01,2020-12-31,MovingAverageCrossover,AtrStop,5,50,14,2.5,0.01,0.0,5.0,0.06260661116623711,0.020866118001006795,0.07271033506478675,0.5762522625110922,0.42261658370027066,14,0.35714285714285715,1.7845453672060092,-0.34382858882394046,39.142857142857146,1.3299203300027318,0.3332933355999199,0.43671319769105915,0.8815399015428006,0.8869369947122574
mac_walkforward-2026-08-17T14:17:31,0,c008,mac_walkforward-2026-08-17T14:17:31-w0-train,c003,16,train,"Escolher os parâmetros do MAC pelo melhor Sharpe de cada janela de treino e aplicá-los na janela seguinte intocada. Duas perguntas: (1) a escolha é estável entre janelas ou cada período elege um parâmetro diferente — o que já seria veredicto negativo sozinho; (2) quanto do retorno in-sample sobrevive out-of-sample (WFE).
",ITUB4.SA,2018-01-01,2020-12-31,MovingAverageCrossover,AtrStop,5,50,14,2.5,0.01,0.0,5.0,0.041860263451352075,0.014043681585870438,0.04986562763292473,0.4544729076976671,0.3367823085935137,11,0.2727272727272727,2.8713568786733705,3.1020048309874144,41.18181818181818,0.2990652166537997,0.09305930430252318,0.44319133495797625,0.4275422812668474,0.4373487411725101
mac_walkforward-2026-08-17T14:17:31,0,c008,mac_walkforward-2026-08-17T14:17:31-w0-train,c003,16,train,"Escolher os parâmetros do MAC pelo melhor Sharpe de cada janela de treino e aplicá-los na janela seguinte intocada. Duas perguntas: (1) a escolha é estável entre janelas ou cada período elege um parâmetro diferente — o que já seria veredicto negativo sozinho; (2) quanto do retorno in-sample sobrevive out-of-sample (WFE).
",BBDC4.SA,2018-01-01,2020-12-31,MovingAverageCrossover,AtrStop,5,50,14,2.5,0.01,0.0,5.0,0.0494242902138291,0.016541409502109472,0.0391883781397423,0.5441881293386445,0.3997995182519233,10,0.3,3.5096325185523445,21.257939509842707,45.8,0.2710986779510052,0.08499912102138785,0.5273591075996285,0.4032463029748291,0.416719461088104
mac_walkforward-2026-08-17T14:17:31,0,c008,mac_walkforward-2026-08-17T14:17:31-w0-train,c003,16,train,"Escolher os parâmetros do MAC pelo melhor Sharpe de cada janela de treino e aplicá-los na janela seguinte intocada. Duas perguntas: (1) a escolha é estável entre janelas ou cada período elege um parâmetro diferente — o que já seria veredicto negativo sozinho; (2) quanto do retorno in-sample sobrevive out-of-sample (WFE).
